real,time,numwrites,size
real	0m0.008s,200,1000
real	0m2.821s,200200,1000
real	0m5.629s,400200,1000
real	0m8.479s,600200,1000
real	0m11.324s,800200,1000
real	0m14.063s,1000200,1000
real	0m16.999s,1200200,1000
real	0m19.782s,1400200,1000
real	0m21.346s,1600200,1000
real	0m25.453s,1800200,1000
real	0m28.374s,2000200,1000
real	0m31.378s,2200200,1000
real	0m33.849s,2400200,1000
real	0m34.874s,2600200,1000
real	0m37.127s,2800200,1000
real	0m40.086s,3000200,1000
real	0m43.758s,3200200,1000
real	0m44.788s,3400200,1000
real	0m48.877s,3600200,1000
real	0m50.399s,3800200,1000
real	0m54.646s,4000200,1000
real	0m59.021s,4200200,1000
real	0m59.989s,4400200,1000
real	1m1.529s,4600200,1000
real	1m3.971s,4800200,1000
real	1m6.378s,5000200,1000
real	1m9.970s,5200200,1000
real	1m12.717s,5400200,1000
real	1m18.111s,5600200,1000
real	1m17.136s,5800200,1000
real	1m21.257s,6000200,1000
real	1m22.519s,6200200,1000
real	1m26.364s,6400200,1000
real	1m27.129s,6600200,1000
real	1m30.755s,6800200,1000
real	1m34.368s,7000200,1000
real	1m35.841s,7200200,1000
real	1m37.230s,7400200,1000
real	1m40.186s,7600200,1000
real	1m42.950s,7800200,1000
real	1m46.086s,8000200,1000
real	1m48.981s,8200200,1000
real	1m52.785s,8400200,1000
real	1m55.413s,8600200,1000
real	1m54.856s,8800200,1000
real	2m0.435s,9000200,1000
real	2m1.623s,9200200,1000
real	2m2.346s,9400200,1000
real	2m9.189s,9600200,1000
real	2m10.433s,9800200,1000
real	2m17.788s,10000000,1000
real	2m43.158s,12000000,1000
real	3m2.552s,14000000,1000
real	3m31.995s,16000000,1000
real	3m59.883s,18000000,1000
real	4m24.460s,20000000,1000
real	4m49.545s,22000000,1000
real	5m17.076s,24000000,1000
real	5m41.929s,26000000,1000
real	6m8.903s,28000000,1000
real	6m38.186s,30000000,1000
real	7m0.888s,32000000,1000
real	7m29.400s,34000000,1000
real	7m52.611s,36000000,1000
real	8m31.023s,38000000,1000
real	8m51.698s,40000000,1000
real	9m10.753s,42000000,1000
real	9m38.169s,44000000,1000
real	10m20.998s,46000000,1000
real	10m30.367s,48000000,1000
real	11m5.559s,50000000,1000
real	11m31.974s,52000000,1000
real	11m55.026s,54000000,1000
real	12m16.613s,56000000,1000
real	12m48.315s,58000000,1000
real	13m14.484s,60000000,1000
real	13m34.450s,62000000,1000
real	13m57.733s,64000000,1000
real	14m34.320s,66000000,1000
real	14m47.638s,68000000,1000
real	15m21.838s,70000000,1000
real	15m45.114s,72000000,1000
real	16m17.128s,74000000,1000
real	17m24.876s,76000000,1000
real	19m20.119s,78000000,1000
real	21m29.558s,80000000,1000
real	23m9.874s,82000000,1000
real	24m43.757s,84000000,1000
real	26m39.769s,86000000,1000
real	27m55.207s,88000000,1000
real	29m44.742s,90000000,1000
real	30m29.814s,92000000,1000
real	32m46.409s,94000000,1000
real	33m24.657s,96000000,1000
real	36m40.193s,98000000,1000
